monitoring_location_name,year,activity_start_date,activity_depth_height_unit,characteristic_name,characteristic_name_long,method_speciation,result_sample_fraction,result_value,result_unit,result_detection_quantitation_limit_measure,result_detection_quantitation_limit_unit,result_detection_quantitation_limit_type,result_status_id,result_comment,result_analytical_method_name,result_analytical_method_instrument,result_analytical_reference_method,activity_media_name,field_comment,update_date,update_account
375 LA CB,2009,2009-09-01,epi,PH,,,Unfiltered,7.62000,SU,,,,,,pH (non in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2009,2009-09-01,epi,PH,,,Unfiltered,7.67000,SU,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2009,2009-09-01,epi,SO4,,as SO4,Filterable,1.78000,mg/L,0.02,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-09-01,epi,TDN,,as N,Dissolved,228.00000,ug/L,5,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-09-01,epi,TDP,,as P,Dissolved,2.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-09-29,epi,ALK,,alkalinity,"",365.00000,ueq/L,,"",Method Detection Level,"","","","","The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-09-29,epi,CA,,as Ca,Filterable,4.94000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-09-29,epi,CHLA,,"",Filterable,1.94000,ug/L,0.01,"",Method Detection Level,"","","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-09-29,epi,CL,,as Cl,Filterable,0.25000,mg/L,0.01,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-09-29,epi,COND,,"",Unfiltered,40.00000,uS/cm,1,"",Method Detection Level,"","","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-09-29,epi,DIC,,as Total CO2,Dissolved,365.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-09-29,epi,MG,,as Mg,Filterable,1.20000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-09-29,epi,NO2,,as NO2-N,Filterable,1.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-09-29,epi,NO3,,as NO3-N,Filterable,1.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-09-29,epi,PARTC,,as C,Non-Filterable (Particle),470.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2009,2009-09-29,epi,PARTN,,as N,Non-Filterable (Particle),42.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2009,2009-09-29,epi,PARTP,,as P,Non-Filterable (Particle),3.00000,ug/L,1,"",Method Detection Level,"","","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2009,2009-09-29,epi,PH,,,Unfiltered,7.44000,SU,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2009,2009-09-29,epi,PH,,,Unfiltered,7.58000,SU,,,,,,pH (non in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2009,2009-09-29,epi,SO4,,as SO4,Filterable,1.77000,mg/L,0.02,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-09-29,epi,TDN,,as N,Dissolved,227.00000,ug/L,5,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-09-29,epi,TDP,,as P,Dissolved,0.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-10-13,epi,ALK,,alkalinity,"",379.00000,ueq/L,,"",Method Detection Level,"","","","","The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-10-13,epi,CA,,as Ca,Filterable,4.79000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-10-13,epi,CHLA,,"",Filterable,2.20000,ug/L,0.01,"",Method Detection Level,"","","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-10-13,epi,CL,,as Cl,Filterable,0.29000,mg/L,0.01,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-10-13,epi,COND,,"",Unfiltered,45.00000,uS/cm,1,"",Method Detection Level,"","","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-10-13,epi,DIC,,as Total CO2,Dissolved,393.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-10-13,epi,MG,,as Mg,Filterable,1.10000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-10-13,epi,NO2,,as NO2-N,Filterable,2.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-10-13,epi,NO3,,as NO3-N,Filterable,36.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-10-13,epi,PARTC,,as C,Non-Filterable (Particle),500.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2009,2009-10-13,epi,PARTN,,as N,Non-Filterable (Particle),49.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2009,2009-10-13,epi,PARTP,,as P,Non-Filterable (Particle),4.00000,ug/L,1,"",Method Detection Level,"","","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2009,2009-10-13,epi,PH,,,Unfiltered,7.07000,SU,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2009,2009-10-13,epi,PH,,,Unfiltered,7.11000,SU,,,,,,pH (non in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2009,2009-10-13,epi,SO4,,as SO4,Filterable,1.92000,mg/L,0.02,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-10-13,epi,TDN,,as N,Dissolved,265.00000,ug/L,5,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-10-13,epi,TDP,,as P,Dissolved,3.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-11-03,epi,ALK,,alkalinity,"",373.00000,ueq/L,,"",Method Detection Level,"","","","","The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-11-03,epi,CA,,as Ca,Filterable,5.39000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-11-03,epi,CHLA,,"",Filterable,1.80000,ug/L,0.01,"",Method Detection Level,"","","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-11-03,epi,CL,,as Cl,Filterable,0.31000,mg/L,0.01,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-11-03,epi,COND,,"",Unfiltered,470.00000,uS/cm,1,"",Method Detection Level,"","","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-11-03,epi,DIC,,as Total CO2,Dissolved,457.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-11-03,epi,MG,,as Mg,Filterable,1.22000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-11-03,epi,NO2,,as NO2-N,Filterable,6.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-11-03,epi,NO3,,as NO3-N,Filterable,98.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-11-03,epi,PARTC,,as C,Non-Filterable (Particle),460.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2009,2009-11-03,epi,PARTN,,as N,Non-Filterable (Particle),47.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2009,2009-11-03,epi,PARTP,,as P,Non-Filterable (Particle),6.00000,ug/L,1,"",Method Detection Level,"","","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2009,2009-11-03,epi,PH,,,Unfiltered,6.93000,SU,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2009,2009-11-03,epi,PH,,,Unfiltered,7.17000,SU,,,,,,pH (non in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2009,2009-11-03,epi,SO4,,as SO4,Filterable,2.06000,mg/L,0.02,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-11-03,epi,TDN,,as N,Dissolved,333.00000,ug/L,5,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2009,2009-11-03,epi,TDP,,as P,Dissolved,3.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-05-11,epi,CHLA,,"",Filterable,3.08000,ug/L,0.01,"",Method Detection Level,"","","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-05-11,epi,DIC,,as Total CO2,Dissolved,376.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-05-11,epi,DOC,,as C,Filterable,424.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-05-11,epi,NO2,,as NO2-N,Filterable,1.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-05-11,epi,NO3,,as NO3-N,Filterable,42.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-05-11,epi,PARTC,,as C,Non-Filterable (Particle),620.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2011,2011-05-11,epi,PARTN,,as N,Non-Filterable (Particle),72.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2011,2011-05-11,epi,PARTP,,as P,Non-Filterable (Particle),6.00000,ug/L,1,"",Method Detection Level,"","","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2011,2011-05-11,epi,TDN,,as N,Dissolved,236.00000,ug/L,5,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-05-11,epi,TDP,,as P,Dissolved,2.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-05-24,epi,CHLA,,"",Filterable,1.08000,ug/L,0.01,"",Method Detection Level,"","","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-05-24,epi,COND,,"",Unfiltered,43.00000,uS/cm,1,"",Method Detection Level,"","","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-05-24,epi,NO2,,as NO2-N,Filterable,0.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-05-24,epi,NO3,,as NO3-N,Filterable,3.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-05-24,epi,PARTC,,as C,Non-Filterable (Particle),520.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2011,2011-05-24,epi,PARTN,,as N,Non-Filterable (Particle),49.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2011,2011-05-24,epi,PARTP,,as P,Non-Filterable (Particle),4.00000,ug/L,1,"",Method Detection Level,"","","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2011,2011-05-24,epi,TDN,,as N,Dissolved,190.00000,ug/L,5,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-05-24,epi,TDP,,as P,Dissolved,2.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-06-07,epi,CHLA,,"",Filterable,1.33000,ug/L,0.01,"",Method Detection Level,"","","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-06-07,epi,COND,,"",Unfiltered,43.00000,uS/cm,1,"",Method Detection Level,"","","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-06-07,epi,NO2,,as NO2-N,Filterable,1.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-06-07,epi,NO3,,as NO3-N,Filterable,2.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-06-07,epi,PARTC,,as C,Non-Filterable (Particle),480.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2011,2011-06-07,epi,PARTN,,as N,Non-Filterable (Particle),59.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2011,2011-06-07,epi,PARTP,,as P,Non-Filterable (Particle),3.00000,ug/L,1,"",Method Detection Level,"","","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2011,2011-06-07,epi,TDN,,as N,Dissolved,204.00000,ug/L,5,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-06-07,epi,TDP,,as P,Dissolved,2.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-06-21,epi,CHLA,,"",Filterable,2.56000,ug/L,0.01,"",Method Detection Level,"","","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-06-21,epi,COND,,"",Unfiltered,43.00000,uS/cm,1,"",Method Detection Level,"","","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-06-21,epi,PARTC,,as C,Non-Filterable (Particle),400.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2011,2011-06-21,epi,PARTN,,as N,Non-Filterable (Particle),44.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2011,2011-06-21,epi,PARTP,,as P,Non-Filterable (Particle),3.00000,ug/L,1,"",Method Detection Level,"","","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2011,2011-06-21,epi,TDN,,as N,Dissolved,206.00000,ug/L,5,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-06-21,epi,TDP,,as P,Dissolved,2.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-07-05,epi,CHLA,,"",Filterable,1.45000,ug/L,0.01,"",Method Detection Level,"","","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-07-05,epi,COND,,"",Unfiltered,43.00000,uS/cm,1,"",Method Detection Level,"","","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-07-05,epi,NO2,,as NO2-N,Filterable,0.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-07-05,epi,NO3,,as NO3-N,Filterable,2.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-07-05,epi,PARTC,,as C,Non-Filterable (Particle),450.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2011,2011-07-05,epi,PARTN,,as N,Non-Filterable (Particle),46.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2011,2011-07-05,epi,PARTP,,as P,Non-Filterable (Particle),4.00000,ug/L,1,"",Method Detection Level,"","","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2011,2011-07-05,epi,TDN,,as N,Dissolved,194.00000,ug/L,5,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-07-05,epi,TDP,,as P,Dissolved,2.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-07-19,epi,CHLA,,"",Filterable,0.91000,ug/L,0.01,"",Method Detection Level,"","","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-07-19,epi,COND,,"",Unfiltered,42.00000,uS/cm,1,"",Method Detection Level,"","","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-07-19,epi,NO2,,as NO2-N,Filterable,1.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-07-19,epi,NO3,,as NO3-N,Filterable,0.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2011,2011-07-19,epi,PARTC,,as C,Non-Filterable (Particle),420.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2011,2011-07-19,epi,PARTN,,as N,Non-Filterable (Particle),37.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
